-0.01,0.64
-0.01,0.64
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.64
-0.01,0.64
0.0,0.64
0.0,0.64
-0.02,0.64
-0.02,0.64
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.02,0.64
-0.02,0.64
-0.02,0.63
-0.02,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.63
-0.01,0.63
-0.01,0.64
-0.01,0.64
-0.03,0.63
-0.03,0.63
-0.03,0.63
-0.03,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.64
-0.01,0.64
-0.02,0.63
-0.02,0.63
-0.02,0.64
-0.02,0.64
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.02,0.63
-0.02,0.63
-0.02,0.63
-0.02,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.02,0.64
-0.02,0.64
-0.02,0.63
-0.02,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
0.0,0.64
0.0,0.64
-0.01,0.63
-0.01,0.63
-0.02,0.64
-0.02,0.64
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.02,0.64
-0.02,0.64
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
0.0,0.64
0.0,0.64
-0.01,0.64
-0.01,0.64
-0.02,0.64
-0.02,0.64
-0.02,0.64
-0.02,0.64
-0.02,0.63
-0.02,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.64
-0.01,0.64
-0.02,0.63
-0.02,0.63
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.63
-0.01,0.63
-0.02,0.63
-0.02,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.02,0.64
-0.02,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.63
-0.01,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.63
-0.01,0.63
-0.01,0.63
-0.01,0.63
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.63
-0.01,0.63
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.02,0.64
-0.02,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
-0.01,0.64
